Identifiant_de_l_etablissement,Etablissement,Libellé académie,Libellé département,Libellé commune,Secteur,Candidats au DNB Série générale,Note Brute Série générale Note ecrit
0780845V,COLLEGE EMILE ZOLA,VERSAILLES,YVELINES,VERNOUILLET,PU,88,"9,4"
0780846W,COLLEGE LE RONDEAU,VERSAILLES,YVELINES,RAMBOUILLET,PU,79,"10,8"
0780847X,COLLEGE JEAN MOULIN,VERSAILLES,YVELINES,CROISSY SUR SEINE,PU,106,"12,1"
0780856G,COLLEGE L AGIOT,VERSAILLES,YVELINES,ELANCOURT,PU,142,"10,2"
0781098V,COLLEGE GEORGE SAND,VERSAILLES,YVELINES,MAGNANVILLE,PU,169,"9,8"
0781101Y,COLLEGE LE CORBUSIER,VERSAILLES,YVELINES,POISSY,PU,125,"11,1"
0781105C,COLLEGE LE CEDRE,VERSAILLES,YVELINES,LE VESINET,PU,154,"13,3"
0781106D,COLLEGE HOCHE,VERSAILLES,YVELINES,VERSAILLES,PU,169,"13,8"
0781107E,COLLEGE JEAN PHILIPPE RAMEAU,VERSAILLES,YVELINES,VERSAILLES,PU,225,"11,9"
0781108F,COLLEGE RENE CASSIN,VERSAILLES,YVELINES,CHANTELOUP LES VIGNES,PU,52,"7,3"
0781171Z,COLLEGE ALBERT EINSTEIN,VERSAILLES,YVELINES,MAGNY LES HAMEAUX,PU,101,"10,1"
0781204K,COLLEGE MARCEL ROBY,VERSAILLES,YVELINES,SAINT GERMAIN EN LAYE,PU,229,"14,0"
0781205L,COLLEGE CLAUDE DEBUSSY,VERSAILLES,YVELINES,SAINT GERMAIN EN LAYE,PU,225,"11,4"
0781263Z,COLLEGE LA COULDRE,VERSAILLES,YVELINES,MONTIGNY LE BRETONNEUX,PU,119,"11,0"
0781298M,COLLEGE CLAGNY,VERSAILLES,YVELINES,VERSAILLES,PU,75,"10,8"
0781511U,COLLEGE LA MARE AUX SAULES,VERSAILLES,YVELINES,COIGNIERES,PU,106,"9,9"
0781537X,COLLEGE PRIVE LES OISEAUX NOTRE-DAME,VERSAILLES,YVELINES,VERNEUIL SUR SEINE,PR,243,"14,5"
0781570H,COLLEGE HELENE BOUCHER,VERSAILLES,YVELINES,VOISINS LE BRETONNEUX,PU,107,"13,4"
0781586A,COLLEGE PRIVE BLANCHE DE CASTILLE,VERSAILLES,YVELINES,LE CHESNAY ROCQUENCOURT,PR,274,"14,1"
0781587B,COLLEGE PRIVE L ERMITAGE,VERSAILLES,YVELINES,MAISONS LAFFITTE,PR,99,"14,2"
0781589D,COLLEGE PRIVE ST EREMBERT,VERSAILLES,YVELINES,SAINT GERMAIN EN LAYE,PR,190,"14,6"
0781590E,COLLEGE PRIVE NOTRE-DAME,VERSAILLES,YVELINES,MANTES LA JOLIE,PR,185,"12,7"
0781591F,COLLEGE PRIVE NOTRE-DAME,VERSAILLES,YVELINES,POISSY,PR,133,"14,9"
0781594J,COLLEGE PRIVE LE BON SAUVEUR,VERSAILLES,YVELINES,LE VESINET,PR,169,"14,5"
0781597M,COLLEGE PRIVE ST JEAN HULST,VERSAILLES,YVELINES,VERSAILLES,PR,370,"15,6"
0781600R,COLLEGE PRIVE ST LOUIS-NOTRE-DAME DU BEL AIR,VERSAILLES,YVELINES,MONTFORT L AMAURY,PR,158,"14,3"
0781601S,COLLEGE PRIVE PERCEVAL,VERSAILLES,YVELINES,CHATOU,PR,20,"11,8"
0781618K,COLLEGE GUSTAVE COURBET,VERSAILLES,YVELINES,TRAPPES,PU,112,"7,8"
0781620M,COLLEGE PRIVE NOTRE-DAME,VERSAILLES,YVELINES,SAINT GERMAIN EN LAYE,PR,222,"15,4"
0781632A,COLLEGE SAINT-SIMON,VERSAILLES,YVELINES,JOUARS PONTCHARTRAIN,PU,150,"12,2"
0781662H,COLLEGE PRIVE SAINT FRANCOIS D'ASSISE,VERSAILLES,YVELINES,MONTIGNY LE BRETONNEUX,PR,234,"14,6"
0781683F,COLLEGE ANDRE DERAIN,VERSAILLES,YVELINES,CHAMBOURCY,PU,129,"12,0"
0781695U,COLLEGE LES SAULES,VERSAILLES,YVELINES,GUYANCOURT,PU,75,"10,1"
0781789W,COLLEGE J-FRANCOIS CHAMPOLLION,VERSAILLES,YVELINES,VOISINS LE BRETONNEUX,PU,107,"13,2"
0781817B,COLLEGE CLAUDE MONET,VERSAILLES,YVELINES,CARRIERES SOUS POISSY,PU,85,"10,7"
0781818C,COLLEGE LES PRES,VERSAILLES,YVELINES,MONTIGNY LE BRETONNEUX,PU,96,"11,1"
0781846H,COLLEGE LES TROIS MOULINS,VERSAILLES,YVELINES,BONNELLES,PU,87,"13,2"
0781862A,COLLEGE LES NENUPHARS,VERSAILLES,YVELINES,BREVAL,PU,119,"11,0"
0781863B,COLLEGE JEAN MONNET,VERSAILLES,YVELINES,FEUCHEROLLES,PU,153,"12,9"
0781864C,COLLEGE GEORGES POMPIDOU,VERSAILLES,YVELINES,ORGERUS,PU,131,"11,8"
0781885A,COLLEGE JACQUES CARTIER,VERSAILLES,YVELINES,ISSOU,PU,166,"9,7"
0781886B,COLLEGE CATHERINE DE VIVONNE,VERSAILLES,YVELINES,RAMBOUILLET,PU,188,"10,9"
0781896M,COLLEGE PASTEUR,VERSAILLES,YVELINES,MANTES LA JOLIE,PU,84,"7,3"
0781914G,COLLEGE JEAN VILAR,VERSAILLES,YVELINES,LES MUREAUX,PU,130,"8,6"
0781915H,COLLEGE LEONARD DE VINCI,VERSAILLES,YVELINES,ECQUEVILLY,PU,105,"9,3"
0781916J,COLLEGE SULLY,VERSAILLES,YVELINES,ROSNY SUR SEINE,PU,136,"8,9"
0781954A,COLLEGE ALBERTO GIACOMETTI,VERSAILLES,YVELINES,MONTIGNY LE BRETONNEUX,PU,95,"10,9"
0781955B,COLLEGE DE GASSICOURT,VERSAILLES,YVELINES,MANTES LA JOLIE,PU,106,"8,3"
0781977A,COLLEGE GEORGES CLEMENCEAU,VERSAILLES,YVELINES,MANTES LA JOLIE,PU,88,"8,4"
0781985J,COLLEGE DES HAUTES RAYES,VERSAILLES,YVELINES,CONFLANS STE HONORINE,PU,118,"11,2"
0781986K,COLLEGE MAGELLAN,VERSAILLES,YVELINES,CHANTELOUP LES VIGNES,PU,56,"9,5"
0782087V,COLLEGE PRIVE SAINT-EXUPERY,VERSAILLES,YVELINES,MONTIGNY LE BRETONNEUX,PR,121,"14,3"
0782114Z,COLLEGE DE LA CLEF SAINT-PIERRE,VERSAILLES,YVELINES,ELANCOURT,PU,116,"11,7"
0782115A,COLLEGE GALILEE,VERSAILLES,YVELINES,LIMAY,PU,132,"9,3"
0783122V,COLLEGE LEGION HONNEUR LES LOGES,VERSAILLES,YVELINES,SAINT GERMAIN EN LAYE,PU,127,"16,3"
0783156G,COLLEGE JEAN COCTEAU,VERSAILLES,YVELINES,MAISONS LAFFITTE,PU,142,"12,0"
0783215W,COLLEGE JEAN MOULIN,VERSAILLES,YVELINES,LE PECQ,PU,77,"9,4"
0783248G,COLLEGE JEAN LURCAT,VERSAILLES,YVELINES,ACHERES,PU,135,"10,8"
0783251K,COLLEGE ANATOLE FRANCE,VERSAILLES,YVELINES,LES CLAYES SOUS BOIS,PU,111,"11,7"
0783252L,COLLEGE CHARLES PEGUY,VERSAILLES,YVELINES,LE CHESNAY ROCQUENCOURT,PU,178,"11,7"
0783253M,COLLEGE LAMARTINE,VERSAILLES,YVELINES,HOUILLES,PU,164,"11,1"
0783287Z,COLLEGE PRIVE SAINTE THERESE,VERSAILLES,YVELINES,HOUILLES,PR,146,"14,3"
0783295H,COLLEGE PRIVE SACRE COEUR,VERSAILLES,YVELINES,VERSAILLES,PR,239,"14,7"
0783300N,COLLEGE PRIVE SAINT LOUIS,VERSAILLES,YVELINES,BONNIERES SUR SEINE,PR,56,"12,0"
0783301P,COLLEGE PRIVE STE THERESE,VERSAILLES,YVELINES,BOUGIVAL,PR,92,"13,5"
0783307W,COLLEGE PRIVE SAINT AUGUSTIN,VERSAILLES,YVELINES,SAINT GERMAIN EN LAYE,PR,120,"13,9"
0783338E,COLLEGE PRIVE SAINTE THERESE,VERSAILLES,YVELINES,RAMBOUILLET,PR,158,"14,5"
0783339F,COLLEGE PRIVE SAINTE-ANNE,VERSAILLES,YVELINES,MONTESSON,PR,149,"14,5"
0783340G,COLLEGE PRIVE MERCIER SAINT PAUL,VERSAILLES,YVELINES,MEULAN EN YVELINES,PR,124,"10,6"
0783342J,COLLEGE PRIVE SAINTE-THERESE,VERSAILLES,YVELINES,LE MESNIL ST DENIS,PR,91,"13,1"
0783358B,COLLEGE JEAN JAURES,VERSAILLES,YVELINES,POISSY,PU,186,"9,6"
0783378Y,COLLEGE ARIANE,VERSAILLES,YVELINES,GUYANCOURT,PU,106,"9,6"
0783463R,COLLEGE LOUIS PAULHAN,VERSAILLES,YVELINES,SARTROUVILLE,PU,137,"9,1"
0783464S,COLLEGE DE LA MONTCIENT,VERSAILLES,YVELINES,GAILLON SUR MONTCIENT,PU,115,"10,9"
0783546F,COLLEGE FRANCO ALLEMAND,VERSAILLES,YVELINES,BUC,PU,96,"15,8"
0783547G,COLLEGE INTERNATIONAL,VERSAILLES,YVELINES,SAINT GERMAIN EN LAYE,PU,148,"14,8"
0783592F,COLLEGE PRIVE SAMARCANDE,VERSAILLES,YVELINES,MONTIGNY LE BRETONNEUX,PR,27,"13,7"
0783636D,COLLEGE CAMILLE DU GAST,VERSAILLES,YVELINES,ACHERES,PU,109,"9,2"
0783774D,COLLEGE ANDRE CHENIER-NOUVEAU COLLEGE,VERSAILLES,YVELINES,MANTES LA JOLIE,PU,116,"6,9"
0790001X,COLLEGE RAYMOND MIGAUD,POITIERS,DEUX-SEVRES,L ABSIE,PU,23,"11,1"
0790003Z,COLLEGE BLAISE PASCAL,POITIERS,DEUX-SEVRES,ARGENTONNAY,PU,46,"10,8"
0790004A,COLLEGE MOLIERE,POITIERS,DEUX-SEVRES,LORETZ D ARGENTON,PU,33,"10,1"
0790010G,COLLEGE ANTOINE DE SAINT EXUPERY,POITIERS,DEUX-SEVRES,BRIOUX SUR BOUTONNE,PU,57,"10,2"
0790011H,COLLEGE FRANCOIS ALBERT,POITIERS,DEUX-SEVRES,CELLES SUR BELLE,PU,115,"11,8"
0790013K,COLLEGE LEO DESAIVRE,POITIERS,DEUX-SEVRES,CHAMPDENIERS,PU,73,"11,3"
0790014L,COLLEGE FRANCOIS TRUFFAUT,POITIERS,DEUX-SEVRES,CHEF BOUTONNE,PU,41,"11,7"
0790016N,COLLEGE HENRI MARTINEAU,POITIERS,DEUX-SEVRES,COULONGES SUR L AUTIZE,PU,107,"13,3"
0790017P,COLLEGE JEAN MONNET,POITIERS,DEUX-SEVRES,LEZAY,PU,34,"10,9"
0790020T,COLLEGE MAURICE FOMBEURE,POITIERS,DEUX-SEVRES,MENIGOUTE,PU,34,"10,9"
0790021U,COLLEGE DE L'ORANGERIE,POITIERS,DEUX-SEVRES,LA MOTHE ST HERAY,PU,58,"8,9"
0790027A,COLLEGE JEAN ZAY,POITIERS,DEUX-SEVRES,NIORT,PU,89,"10,2"
0790030D,COLLEGE LE MARCHIOUX,POITIERS,DEUX-SEVRES,PARTHENAY,PU,77,"11,4"
0790032F,COLLEGE FRANCOIS VILLON,POITIERS,DEUX-SEVRES,SAINT VARENT,PU,55,"11,5"
0790033G,COLLEGE ANNE FRANK,POITIERS,DEUX-SEVRES,SAUZE VAUSSAIS,PU,28,"11,4"
0790034H,COLLEGE LOUIS MERLE,POITIERS,DEUX-SEVRES,SECONDIGNY,PU,41,"11,8"
0790035J,COLLEGE JEAN DE LA FONTAINE,POITIERS,DEUX-SEVRES,THENEZAY,PU,32,"10,5"
0790044U,COLLEGE ROGER THABAULT,POITIERS,DEUX-SEVRES,MAZIERES EN GATINE,PU,47,"11,8"
0790052C,COLLEGE PIERRE ET MARIE CURIE,POITIERS,DEUX-SEVRES,NIORT,PU,133,"11,2"
0790060L,COLLEGE PRIVE SAINT JOSEPH,POITIERS,DEUX-SEVRES,ARGENTONNAY,PR,50,"10,2"
0790061M,COLLEGE PRIVE ABBE PIERRE,POITIERS,DEUX-SEVRES,NUEIL LES AUBIERS,PR,60,"12,2"
0790063P,COLLEGE PRIVE FRANCOIS D'ASSISE,POITIERS,DEUX-SEVRES,CERIZAY,PR,68,"11,5"
0790065S,COLLEGE PRIVE SAINTE ANNE,POITIERS,DEUX-SEVRES,MAULEON,PR,87,"10,6"
0790067U,COLLEGE PRIVE CHARLES PEGUY,POITIERS,DEUX-SEVRES,MONCOUTANT SUR SEVRE,PR,70,"12,0"
0790071Y,COLLEGE PRIVE SAINT JOSEPH,POITIERS,DEUX-SEVRES,PARTHENAY,PR,69,"12,3"
0790072Z,COLLEGE PRIVE SAINT ANDRE,POITIERS,DEUX-SEVRES,SAINT MAIXENT L ECOLE,PR,79,"11,3"
0790074B,COLLEGE PRIVE SAINT JOSEPH,POITIERS,DEUX-SEVRES,SECONDIGNY,PR,20,"11,8"
0790089T,COLLEGE GERARD PHILIPE,POITIERS,DEUX-SEVRES,NIORT,PU,137,"11,5"
0790091V,COLLEGE JULES SUPERVIELLE,POITIERS,DEUX-SEVRES,BRESSUIRE,PU,161,"10,2"
0790699F,COLLEGE ALBERT CAMUS,POITIERS,DEUX-SEVRES,FRONTENAY ROHAN ROHAN,PU,145,"12,0"
0790703K,COLLEGE PHILIPPE DE COMMYNES,POITIERS,DEUX-SEVRES,NIORT,PU,99,"11,5"
0790704L,COLLEGE VOLTAIRE,POITIERS,DEUX-SEVRES,AIRVAULT,PU,38,"9,9"
0790708R,COLLEGE MARIE DE LA TOUR D'AUVERGNE,POITIERS,DEUX-SEVRES,THOUARS,PU,74,"12,0"
0790709S,COLLEGE FONTANES,POITIERS,DEUX-SEVRES,NIORT,PU,150,"12,3"
0790710T,COLLEGE FRANCOIS RABELAIS,POITIERS,DEUX-SEVRES,NIORT,PU,99,"12,2"
0790929F,COLLEGE RENE CAILLIE,POITIERS,DEUX-SEVRES,MAUZE SUR LE MIGNON,PU,87,"11,5"
0790943W,COLLEGE DU PINIER,POITIERS,DEUX-SEVRES,MELLE,PU,84,"11,3"
0790945Y,COLLEGE GEORGES CLEMENCEAU,POITIERS,DEUX-SEVRES,CERIZAY,PU,71,"11,0"
0790950D,COLLEGE EMILE ZOLA,POITIERS,DEUX-SEVRES,PRAHECQ,PU,111,"12,6"
0790965V,COLLEGE JEAN VILAR,POITIERS,DEUX-SEVRES,LA CRECHE,PU,170,"11,1"
0790966W,COLLEGE JACQUES PREVERT,POITIERS,DEUX-SEVRES,MONCOUTANT SUR SEVRE,PU,70,"11,5"
0790978J,COLLEGE DENFERT ROCHEREAU,POITIERS,DEUX-SEVRES,SAINT MAIXENT L ECOLE,PU,120,"9,8"
0791002K,COLLEGE JEAN ROSTAND,POITIERS,DEUX-SEVRES,THOUARS,PU,60,"10,5"
0791014Y,COLLEGE PRIVE NOTRE DAME,POITIERS,DEUX-SEVRES,BRESSUIRE,PR,105,"13,5"
0791016A,COLLEGE PRIVE NOTRE DAME,POITIERS,DEUX-SEVRES,NIORT,PR,136,"13,9"
0791017B,COLLEGE PRIVE SAINT CHARLES,POITIERS,DEUX-SEVRES,THOUARS,PR,74,"11,5"
0791042D,COLLEGE PIERRE MENDES FRANCE,POITIERS,DEUX-SEVRES,PARTHENAY,PU,80,"10,6"
0791134D,COLLEGE PRIVE ANTOINE DE SAINT EXUPERY,POITIERS,DEUX-SEVRES,NIORT,PR,132,"13,2"
0800002T,COLLEGE MILLEVOYE,AMIENS,SOMME,ABBEVILLE,PU,121,"10,2"
0800003U,COLLEGE EDMEE JARLAUD,AMIENS,SOMME,ACHEUX EN AMIENOIS,PU,66,"10,1"
0800004V,COLLEGE WILLIAM HENRI CLASSEN,AMIENS,SOMME,AILLY SUR NOYE,PU,79,"10,8"
0800017J,COLLEGE JEAN-MARC LAURENT,AMIENS,SOMME,AMIENS,PU,79,"9,3"
0800018K,COLLEGE EDOUARD LUCAS,AMIENS,SOMME,AMIENS,PU,136,"9,2"
0800019L,COLLEGE CESAR FRANCK,AMIENS,SOMME,AMIENS,PU,61,"9,1"
0800020M,COLLEGE AMIRAL LEJEUNE,AMIENS,SOMME,AMIENS,PU,126,"9,9"
0800022P,COLLEGE DU BOIS L EAU,AMIENS,SOMME,BERNAVILLE,PU,65,"10,8"
0800023R,COLLEGE ANTOINE DE ST EXUPERY,AMIENS,SOMME,BRAY SUR SOMME,PU,41,"11,4"
0800025T,COLLEGE JULES FERRY,AMIENS,SOMME,CONTY,PU,86,"11,7"
0800027V,COLLEGE JULES ROY,AMIENS,SOMME,CRECY EN PONTHIEU,PU,51,"10,7"
0800029X,COLLEGE JEAN ROSTAND,AMIENS,SOMME,DOULLENS,PU,137,"9,3"
0800033B,COLLEGE LA ROSE DES VENTS,AMIENS,SOMME,FRIVILLE ESCARBOTIN,PU,104,"10,6"
0800034C,COLLEGE LOUIS JOUVET,AMIENS,SOMME,GAMACHES,PU,98,"10,6"
0800036E,COLLEGE VICTOR HUGO,AMIENS,SOMME,HAM,PU,94,"8,6"
0800037F,COLLEGE DES CYGNES,AMIENS,SOMME,LONGPRE LES CORPS SAINTS,PU,67,"10,7"
0800038G,COLLEGE JOLIOT CURIE,AMIENS,SOMME,LONGUEAU,PU,95,"10,8"
0800039H,COLLEGE JOLIOT CURIE,AMIENS,SOMME,MERS LES BAINS,PU,34,"9,3"
0800041K,COLLEGE PARMENTIER,AMIENS,SOMME,MONTDIDIER,PU,88,"9,2"
0800045P,COLLEGE CHARLES BIGNON,AMIENS,SOMME,OISEMONT,PU,46,"11,5"
0800050V,COLLEGE GASTON BOUCOURT,AMIENS,SOMME,ROISEL,PU,62,"10,2"
0800051W,COLLEGE JULES VERNE,AMIENS,SOMME,ROSIERES EN SANTERRE,PU,60,"10,2"
0800057C,COLLEGE JACQUES BREL,AMIENS,SOMME,VILLERS BRETONNEUX,PU,97,"11,1"
0801208D,COLLEGE PRIVE SAINTE CLOTILDE,AMIENS,SOMME,AMIENS,PR,53,"12,0"
0801210F,COLLEGE PRIVE SAINT MARTIN,AMIENS,SOMME,AMIENS,PR,105,"11,8"
0801211G,COLLEGE PRIVE SAINT RIQUIER,AMIENS,SOMME,AMIENS,PR,127,"14,2"
0801212H,COLLEGE PRIVE LA PROVIDENCE,AMIENS,SOMME,AMIENS,PR,115,"14,3"
0801213J,COLLEGE PRIVE MONTALEMBERT,AMIENS,SOMME,DOULLENS,PR,38,"12,4"
0801218P,COLLEGE PRIVE CHARLES DE FOUCAULD,AMIENS,SOMME,ALBERT,PR,62,"13,0"
0801219R,COLLEGE PRIVE SAINTE FAMILLE,AMIENS,SOMME,AMIENS,PR,172,"13,5"
0801220S,COLLEGE PRIVE LA SALLE,AMIENS,SOMME,AMIENS,PR,115,"12,3"
0801222U,COLLEGE PRIVE NOTRE DAME,AMIENS,SOMME,FLIXECOURT,PR,50,"11,8"
0801224W,COLLEGE PRIVE NOTRE DAME,AMIENS,SOMME,HAM,PR,77,"13,2"
0801225X,COLLEGE PRIVE SAINT VINCENT,AMIENS,SOMME,MONTDIDIER,PR,83,"11,3"
0801227Z,COLLEGE PRIVE JEANNE D ARC,AMIENS,SOMME,ROYE,PR,89,"12,7"
0801228A,COLLEGE PRIVE NOTRE DAME,AMIENS,SOMME,RUE,PR,40,"11,7"
0801263N,COLLEGE ARTHUR RIMBAUD,AMIENS,SOMME,AMIENS,PU,102,"10,4"
0801264P,COLLEGE ROSA PARKS,AMIENS,SOMME,AMIENS,PU,78,"8,8"
0801325F,COLLEGE DU VAL DE SOMME,AMIENS,SOMME,AILLY SUR SOMME,PU,127,"10,5"
0801326G,COLLEGE DES FONTAINES,AMIENS,SOMME,POIX DE PICARDIE,PU,76,"11,8"
0801339W,COLLEGE LES COUDRIERS,AMIENS,SOMME,VILLERS BOCAGE,PU,115,"12,1"
0801341Y,COLLEGE LOUISE MICHEL,AMIENS,SOMME,ROYE,PU,94,"9,4"
0801368C,COLLEGE PRIVE SAINT PIERRE,AMIENS,SOMME,ABBEVILLE,PR,101,"13,2"
0801369D,COLLEGE LOUIS PASTEUR,AMIENS,SOMME,NESLE,PU,53,"9,2"
0801371F,COLLEGE GASTON VASSEUR,AMIENS,SOMME,FEUQUIERES EN VIMEU,PU,84,"11,0"
0801372G,COLLEGE ALAIN JACQUES,AMIENS,SOMME,AILLY LE HAUT CLOCHER,PU,66,"10,7"
0801373H,COLLEGE JULES VERNE,AMIENS,SOMME,RIVERY,PU,153,"11,8"
0801375K,COLLEGE PIERRE ET MARIE CURIE,AMIENS,SOMME,ALBERT,PU,69,"11,3"
0801437C,COLLEGE SAGEBIEN,AMIENS,SOMME,AMIENS,PU,187,"12,7"
0801439E,COLLEGE JEAN MOULIN,AMIENS,SOMME,MOREUIL,PU,95,"12,1"
0801443J,COLLEGE MAL LECLERC DE HAUTECLOCQUE,AMIENS,SOMME,BEAUCAMPS LE VIEUX,PU,44,"8,7"
0801478X,COLLEGE PRIVE SAINTE COLETTE,AMIENS,SOMME,CORBIE,PR,64,"13,6"
0801485E,COLLEGE DU VAL DE NIEVRE,AMIENS,SOMME,DOMART EN PONTHIEU,PU,79,"10,5"
0801487G,COLLEGE ALFRED MANESSIER,AMIENS,SOMME,FLIXECOURT,PU,60,"10,0"
0801488H,COLLEGE JACQUES PREVERT,AMIENS,SOMME,NOUVION,PU,82,"10,4"
0801489J,COLLEGE DU MARQUENTERRE,AMIENS,SOMME,RUE,PU,63,"9,8"
0801490K,COLLEGE DE LA BAIE DE SOMME,AMIENS,SOMME,SAINT VALERY SUR SOMME,PU,74,"10,8"
0801510G,COLLEGE GABRIELLE MARIE SCELLIER,AMIENS,SOMME,AIRAINES,PU,71,"10,6"
0801511H,COLLEGE EUGENE LEFEBVRE,AMIENS,SOMME,CORBIE,PU,75,"11,3"
0801512J,COLLEGE DE PONTHIEU,AMIENS,SOMME,ABBEVILLE,PU,134,"9,7"
0801533G,COLLEGE AUGUSTE JANVIER,AMIENS,SOMME,AMIENS,PU,126,"10,8"
0801536K,COLLEGE ARISTIDE BRIAND,AMIENS,SOMME,CHAULNES,PU,82,"9,0"
0801537L,COLLEGE BERANGER,AMIENS,SOMME,PERONNE,PU,120,"9,4"
0801616X,COLLEGE GUY MARESCHAL,AMIENS,SOMME,AMIENS,PU,64,"8,9"
0801723N,COLLEGE PRIVE SACRE COEUR,AMIENS,SOMME,PERONNE,PR,66,"13,8"
0801786G,COLLEGE JEAN MOULIN,AMIENS,SOMME,ALBERT,PU,59,"10,8"
0802134K,COLLEGE PRIVE SAINTE FAMILLE - SAINT PIERRE,AMIENS,SOMME,AMIENS,PR,58,"11,2"
0810002M,COLLEGE ALAIN-FOURNIER,TOULOUSE,TARN,ALBAN,PU,48,"13,5"
0810008U,COLLEGE BRASSAC,TOULOUSE,TARN,BRASSAC,PU,59,"10,7"
0810019F,COLLEGE DU VAL CEROU,TOULOUSE,TARN,CORDES SUR CIEL,PU,60,"12,7"
0810020G,COLLEGE MADELEINE CROS,TOULOUSE,TARN,DOURGNE,PU,77,"11,8"
0810025M,COLLEGE LA VALLEE DU THORE,TOULOUSE,TARN,LABASTIDE ROUAIROUX,PU,33,"10,5"
0810026N,COLLEGE DE LA MONTAGNE NOIRE,TOULOUSE,TARN,LABRUGUIERE,PU,103,"10,6"
0810027P,COLLEGE DU MONTALET,TOULOUSE,TARN,LACAUNE,PU,41,"8,8"
0810028R,COLLEGE LES PORTANELLES,TOULOUSE,TARN,LAUTREC,PU,53,"12,0"
0810036Z,COLLEGE JACQUES DURAND,TOULOUSE,TARN,PUYLAURENS,PU,110,"11,4"
0810037A,COLLEGE LEON GAMBETTA,TOULOUSE,TARN,RABASTENS,PU,97,"12,8"
0810038B,COLLEGE LOUISA PAULIN,TOULOUSE,TARN,REALMONT,PU,106,"12,3"
0810041E,COLLEGE PIERRE SUC,TOULOUSE,TARN,SAINT SULPICE LA POINTE,PU,188,"12,2"
0810043G,COLLEGE EUSTACHE DE BEAUMARCHAIS,TOULOUSE,TARN,VALENCE D ALBIGEOIS,PU,52,"11,8"
0810044H,COLLEGE RENE CASSIN,TOULOUSE,TARN,VIELMUR SUR AGOUT,PU,86,"11,5"
0810051R,COLLEGE ARISTIDE BRUANT,TOULOUSE,TARN,ALBI,PU,91,"12,6"
0810052S,COLLEGE HONORE DE BALZAC,TOULOUSE,TARN,ALBI,PU,116,"12,1"
0810061B,COLLEGE JEAN MONNET,TOULOUSE,TARN,CASTRES,PU,80,"10,0"
0810088F,COLLEGE PRIVE DE LA SALLE CASTRES,TOULOUSE,TARN,CASTRES,PR,27,"9,2"
0810089G,COLLEGE PRIVE SAINT-DOMINIQUE,TOULOUSE,TARN,LABRUGUIERE,PR,54,"12,5"
0810092K,COLLEGE PRIVE PUYSEGUR,TOULOUSE,TARN,RABASTENS,PR,50,"12,9"
0810122T,COLLEGE PRIVE SAINT-JEAN - APPRENTIS AUTEUIL,TOULOUSE,TARN,SAINT SULPICE LA POINTE,PR,48,"8,7"
0810124V,COLLEGE DU SAUT DE SABO,TOULOUSE,TARN,SAINT JUERY,PU,158,"11,6"
0810125W,COLLEGE LOUIS PASTEUR,TOULOUSE,TARN,GRAULHET,PU,164,"10,2"
0810126X,COLLEGE JEAN-LOUIS ETIENNE,TOULOUSE,TARN,MAZAMET,PU,83,"10,7"
0810127Y,COLLEGE MARCEL PAGNOL,TOULOUSE,TARN,MAZAMET,PU,62,"10,2"
0810787R,COLLEGE VICTOR HUGO,TOULOUSE,TARN,CARMAUX,PU,91,"10,8"
0810788S,COLLEGE AUGUSTIN MALROUX,TOULOUSE,TARN,BLAYE LES MINES,PU,92,"11,0"
0810960D,COLLEGE JEAN JAURES,TOULOUSE,TARN,CASTRES,PU,123,"10,8"
0810961E,COLLEGE THOMAS PESQUET,TOULOUSE,TARN,CASTRES,PU,78,"8,9"
0810993P,COLLEGE ALBERT CAMUS,TOULOUSE,TARN,GAILLAC,PU,160,"11,2"
0811030E,COLLEGE BELLEVUE,TOULOUSE,TARN,ALBI,PU,191,"11,4"
0811032G,COLLEGE LES CLAUZADES,TOULOUSE,TARN,LAVAUR,PU,208,"11,4"
0811061N,COLLEGE PRIVE BON SAUVEUR,TOULOUSE,TARN,ALBI,PR,100,"13,7"
0811062P,COLLEGE PRIVE SAINTE-MARIE,TOULOUSE,TARN,ALBI,PR,104,"13,4"
0811063R,COLLEGE PRIVE BARRAL,TOULOUSE,TARN,CASTRES,PR,127,"13,6"
0811064S,COLLEGE PRIVE NOTRE-DAME,TOULOUSE,TARN,CASTRES,PR,102,"11,2"
0811065T,COLLEGE PRIVE SAINT-JOSEPH DE L'APPARITION,TOULOUSE,TARN,GAILLAC,PR,80,"12,5"
0811066U,COLLEGE PRIVE SAINTE-GERMAINE,TOULOUSE,TARN,MASSAC SERAN,PR,43,"12,2"
0811067V,COLLEGE PRIVE ENSEMBLE SCOLAIRE JEANNE D'ARC,TOULOUSE,TARN,MAZAMET,PR,86,"11,3"
0811197L,COLLEGE JEAN JAURES,TOULOUSE,TARN,ALBI,PU,143,"11,1"
0811331G,COLLEGE RENEE TAILLEFER,TOULOUSE,TARN,GAILLAC,PU,113,"11,1"
0811340S,COLLEGE JEAN-MARIE GUSTAVE LE CLEZIO,TOULOUSE,TARN,LISLE SUR TARN,PU,84,"11,8"
0820007M,COLLEGE PIERRE DARASSE,TOULOUSE,TARN-ET-GARONNE,CAUSSADE,PU,153,"10,4"
0820011S,COLLEGE ANTONIN PERBOSC,TOULOUSE,TARN-ET-GARONNE,LAFRANCAISE,PU,124,"11,6"
0820014V,COLLEGE DU PAYS DE SERRES,TOULOUSE,TARN-ET-GARONNE,LAUZERTE,PU,57,"10,5"
